Sira,MAHALLE,IL,ILCE
31744,KARAAĞAÇ,VAN,TUŞBA
31745,KASIMOĞLU,VAN,TUŞBA
31746,KELLE,VAN,TUŞBA
31747,KOÇKÖY,VAN,TUŞBA
31748,KOLSATAN,VAN,TUŞBA
31749,KUMLUCA,VAN,TUŞBA
31750,MEYDANCIK,VAN,TUŞBA
31751,MOLLAKASIM,VAN,TUŞBA
31752,OCAKLI,VAN,TUŞBA
31753,OTLUCA,VAN,TUŞBA
31754,ÖZKAYNAK,VAN,TUŞBA
31755,ÖZYURT,VAN,TUŞBA
31756,PİRGARİP,VAN,TUŞBA
31757,SAĞLAMTAŞ,VAN,TUŞBA
31758,SATIBEY,VAN,TUŞBA
31759,ŞAHGELDİ,VAN,TUŞBA
31760,TABANLI,VAN,TUŞBA
31761,TEVEKLİ,VAN,TUŞBA
31762,TOPAKTAŞ,VAN,TUŞBA
31763,YAYLIYAKA,VAN,TUŞBA
31764,YEMLİCE,VAN,TUŞBA
31765,YENİKÖŞK,VAN,TUŞBA
31766,YEŞİLSU,VAN,TUŞBA
31767,YUMRUTEPE,VAN,TUŞBA
31768,ŞEMSİBEY,VAN,TUŞBA
31769,SEYRANTEPE,VAN,TUŞBA
31770,YEŞİLKÖY,VAN,TUŞBA
1,AKDURAK,ADIYAMAN,BESNİ
2,AKKUYU,ADIYAMAN,BESNİ
3,AKPINAR,ADIYAMAN,BESNİ
4,AKTEPE,ADIYAMAN,BESNİ
5,AKYAZI,ADIYAMAN,BESNİ
6,ALIÇLI,ADIYAMAN,BESNİ
7,ALİŞAR,ADIYAMAN,BESNİ
8,AŞAĞIÇÖPLÜ,ADIYAMAN,BESNİ
9,ATMALI,ADIYAMAN,BESNİ
10,BAHRİ,ADIYAMAN,BESNİ
11,BAŞLI,ADIYAMAN,BESNİ
12,BEREKETLİ,ADIYAMAN,BESNİ
13,BERETE,ADIYAMAN,BESNİ
14,BEŞKOZ,ADIYAMAN,BESNİ
15,BEŞYOL,ADIYAMAN,BESNİ
16,BONCUK,ADIYAMAN,BESNİ
17,BURUNÇAYIR,ADIYAMAN,BESNİ
18,CAMUŞÇU,ADIYAMAN,BESNİ
19,ÇAMLICA,ADIYAMAN,BESNİ
20,ÇAYKAYA,ADIYAMAN,BESNİ
21,ÇİLBOĞAZ,ADIYAMAN,BESNİ
22,ÇOMAK,ADIYAMAN,BESNİ
23,ÇORAK,ADIYAMAN,BESNİ
24,DİKİLİTAŞ,ADIYAMAN,BESNİ
25,DOĞANKAYA,ADIYAMAN,BESNİ
26,DÖRTYOL,ADIYAMAN,BESNİ
27,EĞERLİ,ADIYAMAN,BESNİ
28,GEÇİTLİ,ADIYAMAN,BESNİ
29,GÜMÜŞLÜ,ADIYAMAN,BESNİ
30,GÜNEYKAŞ,ADIYAMAN,BESNİ
31,HACIHALİL,ADIYAMAN,BESNİ
32,HARMANARDI,ADIYAMAN,BESNİ
33,HASANLI,ADIYAMAN,BESNİ
34,İZOLLU,ADIYAMAN,BESNİ
35,KARAGÜVEÇ,ADIYAMAN,BESNİ
36,KARALAR,ADIYAMAN,BESNİ
37,KARGALI,ADIYAMAN,BESNİ
38,KESECİK,ADIYAMAN,BESNİ
39,KIZILHİSAR,ADIYAMAN,BESNİ
40,KIZILİN,ADIYAMAN,BESNİ
41,KIZILKAYA,ADIYAMAN,BESNİ
42,KIZILPINAR,ADIYAMAN,BESNİ
43,KONUKLU,ADIYAMAN,BESNİ
44,KURUGÖL,ADIYAMAN,BESNİ
45,KUTLUCA,ADIYAMAN,BESNİ
46,KUZEVLERİ,ADIYAMAN,BESNİ
47,OYRATLI,ADIYAMAN,BESNİ
48,ÖREN,ADIYAMAN,BESNİ
49,PINARBAŞI,ADIYAMAN,BESNİ
50,SARIKAYA,ADIYAMAN,BESNİ
51,SARIYAPRAK,ADIYAMAN,BESNİ
52,SAYÖREN,ADIYAMAN,BESNİ
53,SUGÖZÜ,ADIYAMAN,BESNİ
54,TAŞLIYAZI,ADIYAMAN,BESNİ
55,TEKAĞAÇ,ADIYAMAN,BESNİ
56,TOKAR,ADIYAMAN,BESNİ
57,TOKLU,ADIYAMAN,BESNİ
58,TOPKAPI,ADIYAMAN,BESNİ
59,UZUNKUYU,ADIYAMAN,BESNİ
60,ÜÇGÖZ,ADIYAMAN,BESNİ
61,YAYIKLI,ADIYAMAN,BESNİ
62,YAZIBEYDİLİ,ADIYAMAN,BESNİ
63,YAZIKARAKUYU,ADIYAMAN,BESNİ
64,YELBASTI,ADIYAMAN,BESNİ
65,YENİKÖY,ADIYAMAN,BESNİ
66,YOLDÜZÜ,ADIYAMAN,BESNİ
67,YUKARISÖĞÜTLÜ,ADIYAMAN,BESNİ
68,AKSU,ADIYAMAN,ÇELİKHAN
69,ALTINTAŞ,ADIYAMAN,ÇELİKHAN
70,ASKERHAN,ADIYAMAN,ÇELİKHAN
71,BOZGEDİK,ADIYAMAN,ÇELİKHAN
72,ÇAMPINAR,ADIYAMAN,ÇELİKHAN
73,FATİH,ADIYAMAN,ÇELİKHAN
74,GÖLBAĞI,ADIYAMAN,ÇELİKHAN
75,İNCİRLİ,ADIYAMAN,ÇELİKHAN
76,KALECİK,ADIYAMAN,ÇELİKHAN
77,KARAÇAYIR,ADIYAMAN,ÇELİKHAN
78,KARAGÖL,ADIYAMAN,ÇELİKHAN
79,KORUCAK,ADIYAMAN,ÇELİKHAN
80,KÖSEUŞAĞI,ADIYAMAN,ÇELİKHAN
81,MUTLU,ADIYAMAN,ÇELİKHAN
82,RECEP,ADIYAMAN,ÇELİKHAN
83,ŞEREFHAN,ADIYAMAN,ÇELİKHAN
84,YAĞIZATLI,ADIYAMAN,ÇELİKHAN
85,YEŞİLOVA,ADIYAMAN,ÇELİKHAN
86,YEŞİLTEPE,ADIYAMAN,ÇELİKHAN
87,YEŞİLYAYLA,ADIYAMAN,ÇELİKHAN
88,AÇMA,ADIYAMAN,GERGER
89,AĞAÇLI,ADIYAMAN,GERGER
90,AŞAĞIDAĞLICA,ADIYAMAN,GERGER
91,BEŞGÖZE,ADIYAMAN,GERGER
92,BEYBOSTAN,ADIYAMAN,GERGER
93,BUDAKLI,ADIYAMAN,GERGER
94,BURÇAKLI,ADIYAMAN,GERGER
95,CEVİZPINAR,ADIYAMAN,GERGER
96,ÇAMİÇİ,ADIYAMAN,GERGER
97,ÇİFTHİSAR,ADIYAMAN,GERGER
98,ÇOBANPINARI,ADIYAMAN,GERGER
99,DAĞDEVİREN,ADIYAMAN,GERGER
100,DALLARCA,ADIYAMAN,GERGER
101,DEMİRTAŞ,ADIYAMAN,GERGER
102,ESKİKENT,ADIYAMAN,GERGER
103,GEÇİTLİ,ADIYAMAN,GERGER
104,GÖLYURT,ADIYAMAN,GERGER
105,GÖNEN,ADIYAMAN,GERGER
106,GÖZPINAR,ADIYAMAN,GERGER
107,GÜMÜŞKAŞIK,ADIYAMAN,GERGER
108,GÜNDOĞDU,ADIYAMAN,GERGER
109,GÜNGÖRMÜŞ,ADIYAMAN,GERGER
110,GÜRGENLİ,ADIYAMAN,GERGER
111,GÜZELSU,ADIYAMAN,GERGER
112,KAŞYAZI,ADIYAMAN,GERGER
113,KESERTAŞ,ADIYAMAN,GERGER
114,KILIÇ,ADIYAMAN,GERGER
115,KONACIK,ADIYAMAN,GERGER
116,KORULU,ADIYAMAN,GERGER
117,KOŞARLAR,ADIYAMAN,GERGER
118,KÖKLÜCE,ADIYAMAN,GERGER
119,KÜTÜKLÜ,ADIYAMAN,GERGER
120,NAKIŞLI,ADIYAMAN,GERGER
121,ONEVLER,ADIYAMAN,GERGER
122,ORTACA,ADIYAMAN,GERGER
123,OYMAKLI,ADIYAMAN,GERGER
124,SARAYCIK,ADIYAMAN,GERGER
125,SEYİTMAHMUT,ADIYAMAN,GERGER
126,SUTEPE,ADIYAMAN,GERGER
127,ÜÇKAYA,ADIYAMAN,GERGER
128,YAĞMURLU,ADIYAMAN,GERGER
129,YAYLADALI,ADIYAMAN,GERGER
130,YENİBARDAK,ADIYAMAN,GERGER
131,YEŞİLYURT,ADIYAMAN,GERGER
132,YUKARIDAĞLICA,ADIYAMAN,GERGER
133,AKÇABEL,ADIYAMAN,GÖLBAŞI
134,AKÇAKAYA,ADIYAMAN,GÖLBAŞI
135,AKTOPRAK,ADIYAMAN,GÖLBAŞI
136,AŞAĞIAZAPLI,ADIYAMAN,GÖLBAŞI
137,AŞAĞIKARAKUYU,ADIYAMAN,GÖLBAŞI
138,AŞAĞINASIRLI,ADIYAMAN,GÖLBAŞI
139,BAĞLARBAŞI,ADIYAMAN,GÖLBAŞI
140,CANKARA,ADIYAMAN,GÖLBAŞI
141,ÇATALAĞAÇ,ADIYAMAN,GÖLBAŞI
142,ÇATALTEPE,ADIYAMAN,GÖLBAŞI
143,ÇELİKKÖY,ADIYAMAN,GÖLBAŞI
144,GEDİKLİ,ADIYAMAN,GÖLBAŞI
145,HACILAR,ADIYAMAN,GÖLBAŞI
146,HAMZALAR,ADIYAMAN,GÖLBAŞI
147,HAYDARLI,ADIYAMAN,GÖLBAŞI
148,KARABAHŞILI,ADIYAMAN,GÖLBAŞI
149,KARABURUN,ADIYAMAN,GÖLBAŞI
150,KÖSÜKLÜ,ADIYAMAN,GÖLBAŞI
151,KÜÇÜKÖREN,ADIYAMAN,GÖLBAŞI
152,MEYDAN,ADIYAMAN,GÖLBAŞI
153,OZAN,ADIYAMAN,GÖLBAŞI
154,ÖRENLİ,ADIYAMAN,GÖLBAŞI
155,SAVRAN,ADIYAMAN,GÖLBAŞI
156,YARBAŞI,ADIYAMAN,GÖLBAŞI
157,YAYLACIK,ADIYAMAN,GÖLBAŞI
158,YENİKÖY,ADIYAMAN,GÖLBAŞI
159,YEŞİLOVA,ADIYAMAN,GÖLBAŞI
160,YUKARIÇÖPLÜ,ADIYAMAN,GÖLBAŞI
161,YUKARIKARAKUYU,ADIYAMAN,GÖLBAŞI
162,YUKARINASIRLI,ADIYAMAN,GÖLBAŞI
163,ADALI,ADIYAMAN,KAHTA
164,AKALIN,ADIYAMAN,KAHTA
165,AKDOĞAN,ADIYAMAN,KAHTA
166,AKKAVAK,ADIYAMAN,KAHTA
167,AKKUŞ,ADIYAMAN,KAHTA
168,AKTAŞ,ADIYAMAN,KAHTA
169,AKYILDIZ,ADIYAMAN,KAHTA
170,ALİDAM,ADIYAMAN,KAHTA
171,ARILI,ADIYAMAN,KAHTA
172,AYDINPINAR,ADIYAMAN,KAHTA
173,BAĞBAŞI,ADIYAMAN,KAHTA
174,BAĞÖZÜ,ADIYAMAN,KAHTA
175,BALLI,ADIYAMAN,KAHTA
176,BELENLİ,ADIYAMAN,KAHTA
177,BELÖREN,ADIYAMAN,KAHTA
178,BEŞİKLİ,ADIYAMAN,KAHTA
179,BOĞAZKAYA,ADIYAMAN,KAHTA
180,BOSTANLI,ADIYAMAN,KAHTA
181,BOZPINAR,ADIYAMAN,KAHTA
182,BOZTARLA,ADIYAMAN,KAHTA
183,BURMAPINAR,ADIYAMAN,KAHTA
184,BÜYÜKBAĞ,ADIYAMAN,KAHTA
185,BÜYÜKBEJYAN,ADIYAMAN,KAHTA
186,BÜYÜKBEY,ADIYAMAN,KAHTA
187,CUMHURİYET,ADIYAMAN,KAHTA
188,ÇAKIREŞME,ADIYAMAN,KAHTA
189,ÇALTILI,ADIYAMAN,KAHTA
190,ÇAMLICA,ADIYAMAN,KAHTA
191,ÇARDAK,ADIYAMAN,KAHTA
192,ÇATALTEPE,ADIYAMAN,KAHTA
193,ÇAYBAŞI,ADIYAMAN,KAHTA
194,ÇIRALIK,ADIYAMAN,KAHTA
195,ÇUKURTAŞ,ADIYAMAN,KAHTA
196,DAMLACIK,ADIYAMAN,KAHTA
197,DARDAĞAN,ADIYAMAN,KAHTA
198,DİKENLİ,ADIYAMAN,KAHTA
199,DOLUCA,ADIYAMAN,KAHTA
200,DUMLU,ADIYAMAN,KAHTA
201,DUT,ADIYAMAN,KAHTA
202,ECELER,ADIYAMAN,KAHTA
203,EKİNCİ,ADIYAMAN,KAHTA
204,ELBEYİ,ADIYAMAN,KAHTA
205,ERİKDERE,ADIYAMAN,KAHTA
206,ERİKLİ,ADIYAMAN,KAHTA
207,ESENDERE,ADIYAMAN,KAHTA
208,ESKİ KAHTA,ADIYAMAN,KAHTA
209,ESKİTAŞ,ADIYAMAN,KAHTA
210,FISTIKLI,ADIYAMAN,KAHTA
211,GELDİBULDU,ADIYAMAN,KAHTA
212,GÖÇERİ,ADIYAMAN,KAHTA
213,GÖKÇE,ADIYAMAN,KAHTA
214,GÖLGELİ,ADIYAMAN,KAHTA
215,GÜDÜLGE,ADIYAMAN,KAHTA
216,GÜZELÇAY,ADIYAMAN,KAHTA
217,HABİPLER,ADIYAMAN,KAHTA
218,HACIYUSUF,ADIYAMAN,KAHTA
219,HAMZALAR,ADIYAMAN,KAHTA
220,HASANDİĞİN,ADIYAMAN,KAHTA
221,HASKÖY,ADIYAMAN,KAHTA
222,IŞIKTEPE,ADIYAMAN,KAHTA
223,İKİZCE,ADIYAMAN,KAHTA
224,İSLAMKÖY,ADIYAMAN,KAHTA
225,KARACAÖREN,ADIYAMAN,KAHTA
226,KARADUT,ADIYAMAN,KAHTA
227,KARAMAN,ADIYAMAN,KAHTA
228,KARATAŞ,ADIYAMAN,KAHTA
229,KAVAKLI,ADIYAMAN,KAHTA
230,KAYADİBİ,ADIYAMAN,KAHTA
231,KOÇTEPE,ADIYAMAN,KAHTA
232,KOZAĞAÇ,ADIYAMAN,KAHTA
233,KÖSELER,ADIYAMAN,KAHTA
234,MENZİL,ADIYAMAN,KAHTA
235,MÜLK,ADIYAMAN,KAHTA
236,NARİNCE,ADIYAMAN,KAHTA
237,NARLIDERE,ADIYAMAN,KAHTA
238,NARSIRTI,ADIYAMAN,KAHTA
239,OLUKLU,ADIYAMAN,KAHTA
240,ORTANCA,ADIYAMAN,KAHTA
241,OVACIK,ADIYAMAN,KAHTA
242,SALKIMBAĞI,ADIYAMAN,KAHTA
243,SARISU,ADIYAMAN,KAHTA
244,SIRACA,ADIYAMAN,KAHTA
245,SIRAKAYA,ADIYAMAN,KAHTA
246,SUSUZ,ADIYAMAN,KAHTA
247,ŞAHİNTEPE,ADIYAMAN,KAHTA
248,ŞENKÖY,ADIYAMAN,KAHTA
249,TAŞLICA,ADIYAMAN,KAHTA
250,TAŞLIÇAY,ADIYAMAN,KAHTA
251,TEĞMENLİ,ADIYAMAN,KAHTA
252,TEKNECİK,ADIYAMAN,KAHTA
253,TUĞLU,ADIYAMAN,KAHTA
254,TURANLI,ADIYAMAN,KAHTA
255,TÜTENOCAK,ADIYAMAN,KAHTA
256,ULUPINAR,ADIYAMAN,KAHTA
257,YAPRAKLI,ADIYAMAN,KAHTA
258,YELKOVAN,ADIYAMAN,KAHTA
259,YENİCE,ADIYAMAN,KAHTA
260,YENİKUŞAK,ADIYAMAN,KAHTA
261,YEŞİLKAYA,ADIYAMAN,KAHTA
262,YOLALTI,ADIYAMAN,KAHTA
263,ZEYTİN,ADIYAMAN,KAHTA
264,ZİYARET,ADIYAMAN,KAHTA
265,100.YIL,ADIYAMAN,MERKEZ
266,AĞAÇKONAK,ADIYAMAN,MERKEZ
267,AĞCİN,ADIYAMAN,MERKEZ
268,AĞİKAN,ADIYAMAN,MERKEZ
269,AĞVEREN,ADIYAMAN,MERKEZ
270,AHMETHOCA,ADIYAMAN,MERKEZ
271,AKÇALI,ADIYAMAN,MERKEZ
272,AKDERE,ADIYAMAN,MERKEZ
273,AKHİSAR,ADIYAMAN,MERKEZ
274,AKPINAR,ADIYAMAN,MERKEZ
275,AKYAZI,ADIYAMAN,MERKEZ
276,ALBET,ADIYAMAN,MERKEZ
277,ALİBEY,ADIYAMAN,MERKEZ
278,ATAKENT,ADIYAMAN,MERKEZ
279,ATAKÖY,ADIYAMAN,MERKEZ
280,AYDINLAR,ADIYAMAN,MERKEZ
281,BAĞDERE,ADIYAMAN,MERKEZ
282,BAĞLICA,ADIYAMAN,MERKEZ
283,BAĞPINAR,ADIYAMAN,MERKEZ
284,BAŞPINAR,ADIYAMAN,MERKEZ
285,BATTALHÜYÜK,ADIYAMAN,MERKEZ
286,BEBEK,ADIYAMAN,MERKEZ
287,BOZATLI,ADIYAMAN,MERKEZ
288,BOZHÜYÜK,ADIYAMAN,MERKEZ
289,BOZTEPE,ADIYAMAN,MERKEZ
290,BÖRKENEK,ADIYAMAN,MERKEZ
291,BÜKLÜM,ADIYAMAN,MERKEZ
292,BÜYÜKKAVAKLI,ADIYAMAN,MERKEZ
293,BÜYÜKKIRIKLI,ADIYAMAN,MERKEZ
294,ÇAKMAKLAR,ADIYAMAN,MERKEZ
295,ÇAMGAZİ,ADIYAMAN,MERKEZ
296,ÇAMLICA,ADIYAMAN,MERKEZ
297,ÇAMYURDU,ADIYAMAN,MERKEZ
298,ÇATALAĞAÇ,ADIYAMAN,MERKEZ
299,ÇAYIRLI,ADIYAMAN,MERKEZ
300,ÇAYLI,ADIYAMAN,MERKEZ
301,ÇEMBERLİTAŞ,ADIYAMAN,MERKEZ
302,ÇENÇENG,ADIYAMAN,MERKEZ
303,ÇINARİK,ADIYAMAN,MERKEZ
304,ÇOBANDEDE,ADIYAMAN,MERKEZ
305,DAMDIRMAZ,ADIYAMAN,MERKEZ
306,DAMLICA,ADIYAMAN,MERKEZ
307,DARDAĞAN,ADIYAMAN,MERKEZ
308,DAVUTHAN,ADIYAMAN,MERKEZ
309,DERİNSU,ADIYAMAN,MERKEZ
310,DİŞBUDAK,ADIYAMAN,MERKEZ
311,DOĞANLI,ADIYAMAN,MERKEZ
312,DOYRAN,ADIYAMAN,MERKEZ
313,DURAK,ADIYAMAN,MERKEZ
314,DURUKAYNAK,ADIYAMAN,MERKEZ
315,DÜZCE,ADIYAMAN,MERKEZ
316,EKİNCİ,ADIYAMAN,MERKEZ
317,ELMACIK,ADIYAMAN,MERKEZ
318,ESENCE,ADIYAMAN,MERKEZ
319,ESKİHÜSNÜMANSUR,ADIYAMAN,MERKEZ
320,GİRİK,ADIYAMAN,MERKEZ
321,GÖKÇAY,ADIYAMAN,MERKEZ
322,GÖLPINAR,ADIYAMAN,MERKEZ
323,GÖZEBAŞI,ADIYAMAN,MERKEZ
324,GÖZTEPE,ADIYAMAN,MERKEZ
325,GÜMÜŞKAYA,ADIYAMAN,MERKEZ
326,GÜNEŞLİ,ADIYAMAN,MERKEZ
327,GÜZELYURT,ADIYAMAN,MERKEZ
328,HACIHALİL,ADIYAMAN,MERKEZ
329,HASANCIK,ADIYAMAN,MERKEZ
330,HASANKENDİ,ADIYAMAN,MERKEZ
331,ILICAK,ADIYAMAN,MERKEZ
332,IŞIKLI,ADIYAMAN,MERKEZ
333,İNCEBAĞ,ADIYAMAN,MERKEZ
334,İNCELER,ADIYAMAN,MERKEZ
335,İPEKLİ,ADIYAMAN,MERKEZ
336,KALBURCU,ADIYAMAN,MERKEZ
337,KARAAĞAÇ,ADIYAMAN,MERKEZ
338,KARAGÖL,ADIYAMAN,MERKEZ
339,KARAHÖYÜK,ADIYAMAN,MERKEZ
340,KARAKOÇ,ADIYAMAN,MERKEZ
341,KAŞKÖY,ADIYAMAN,MERKEZ
342,KAVAK,ADIYAMAN,MERKEZ
343,KAYACIK,ADIYAMAN,MERKEZ
344,KAYADİBİ,ADIYAMAN,MERKEZ
345,KAYALI,ADIYAMAN,MERKEZ
346,KAYAÖNÜ,ADIYAMAN,MERKEZ
347,KEMERKAYA,ADIYAMAN,MERKEZ
348,KINDIRALİ,ADIYAMAN,MERKEZ
349,KIZILCAHÖYÜK,ADIYAMAN,MERKEZ
350,KIZILCAPINAR,ADIYAMAN,MERKEZ
351,KOÇALİ,ADIYAMAN,MERKEZ
352,KORUKÖY,ADIYAMAN,MERKEZ
353,KOZAN,ADIYAMAN,MERKEZ
354,KUŞAKKAYA,ADIYAMAN,MERKEZ
355,KUŞTEPE,ADIYAMAN,MERKEZ
356,KUYUCAK,ADIYAMAN,MERKEZ
357,KUYUCAK,ADIYAMAN,MERKEZ
358,KUYULU,ADIYAMAN,MERKEZ
359,KÜÇÜKHASANCIK,ADIYAMAN,MERKEZ
360,KÜLAFHÜYÜK,ADIYAMAN,MERKEZ
361,LOKMAN,ADIYAMAN,MERKEZ
362,MALPINARI,ADIYAMAN,MERKEZ
363,MESTAN,ADIYAMAN,MERKEZ
364,OLGUNLAR,ADIYAMAN,MERKEZ
365,OLUKLU,ADIYAMAN,MERKEZ
366,ORMANİÇİ,ADIYAMAN,MERKEZ
367,PALANLI,ADIYAMAN,MERKEZ
368,PAŞAMEZRASI,ADIYAMAN,MERKEZ
369,PAYAMLI,ADIYAMAN,MERKEZ
370,PINARYAYLA,ADIYAMAN,MERKEZ
371,REZİP,ADIYAMAN,MERKEZ
372,SARIHARMAN,ADIYAMAN,MERKEZ
373,SARIKAYA,ADIYAMAN,MERKEZ
374,SERHATLI,ADIYAMAN,MERKEZ
375,ŞEMİKAN,ADIYAMAN,MERKEZ
376,ŞEREFLİ,ADIYAMAN,MERKEZ
377,TAŞGEDİK,ADIYAMAN,MERKEZ
378,TAŞPINAR,ADIYAMAN,MERKEZ
379,TECİR,ADIYAMAN,MERKEZ
380,TEKPINAR,ADIYAMAN,MERKEZ
381,TERMAN,ADIYAMAN,MERKEZ
382,TOPTEPE,ADIYAMAN,MERKEZ
383,UĞURCA,ADIYAMAN,MERKEZ
384,ULUDAM,ADIYAMAN,MERKEZ
385,UZUNKÖY,ADIYAMAN,MERKEZ
386,UZUNPINAR,ADIYAMAN,MERKEZ
387,ÜÇDİREK,ADIYAMAN,MERKEZ
388,VARLIK,ADIYAMAN,MERKEZ
389,YARMAKAYA,ADIYAMAN,MERKEZ
390,YAYLADAMI,ADIYAMAN,MERKEZ
391,YAZIBAŞI,ADIYAMAN,MERKEZ
392,YAZLIK,ADIYAMAN,MERKEZ
393,YEDİOLUK,ADIYAMAN,MERKEZ
394,YENİCE,ADIYAMAN,MERKEZ
395,YENİGÜVEN,ADIYAMAN,MERKEZ
396,YENİKÖY,ADIYAMAN,MERKEZ
397,YEŞİLOVA,ADIYAMAN,MERKEZ
398,ZEY,ADIYAMAN,MERKEZ
399,ZİYARETPAYAMLI,ADIYAMAN,MERKEZ
400,AKDAMAR,ADIYAMAN,SAMSAT
401,BAĞARASI,ADIYAMAN,SAMSAT
402,BAYIRLI,ADIYAMAN,SAMSAT
403,ÇİÇEK,ADIYAMAN,SAMSAT
404,DOĞANCA,ADIYAMAN,SAMSAT
405,GÖLPINAR,ADIYAMAN,SAMSAT
406,GÖLTARLA,ADIYAMAN,SAMSAT
407,KIRMACIK,ADIYAMAN,SAMSAT
408,KIZILÖZ,ADIYAMAN,SAMSAT
409,KOVANOLUK,ADIYAMAN,SAMSAT
410,KUŞTEPE,ADIYAMAN,SAMSAT
411,OVACIK,ADIYAMAN,SAMSAT
412,TAŞKUYU,ADIYAMAN,SAMSAT
413,TEPEÖNÜ,ADIYAMAN,SAMSAT
414,UZUNTEPE,ADIYAMAN,SAMSAT
415,YARIMBAĞ,ADIYAMAN,SAMSAT
416,AKSU,ADIYAMAN,SİNCİK
417,ALANCIK,ADIYAMAN,SİNCİK
418,ARIKONAK,ADIYAMAN,SİNCİK
419,BALKAYA,ADIYAMAN,SİNCİK
420,ÇAMDERE,ADIYAMAN,SİNCİK
421,ÇAT,ADIYAMAN,SİNCİK
422,ÇATBAHÇE,ADIYAMAN,SİNCİK
423,DİLEKTEPE,ADIYAMAN,SİNCİK
424,ESKİKÖY,ADIYAMAN,SİNCİK
425,GEÇİTLİ,ADIYAMAN,SİNCİK
426,HASANLI,ADIYAMAN,SİNCİK
427,HÜSEYİNLİ,ADIYAMAN,SİNCİK
428,KARAKÖSE,ADIYAMAN,SİNCİK
429,NARLI,ADIYAMAN,SİNCİK
430,PINARBAŞI,ADIYAMAN,SİNCİK
431,SAKIZ,ADIYAMAN,SİNCİK
432,SERİNCE,ADIYAMAN,SİNCİK
433,SÖĞÜTLÜBAHÇE,ADIYAMAN,SİNCİK
434,SUBAŞI,ADIYAMAN,SİNCİK
435,ŞAHİNBEYLER,ADIYAMAN,SİNCİK
436,ŞAHKOLU,ADIYAMAN,SİNCİK
437,TAŞKALE,ADIYAMAN,SİNCİK
438,UĞURLU,ADIYAMAN,SİNCİK
439,YARPUZLU,ADIYAMAN,SİNCİK
440,AKÇATEPE,ADIYAMAN,TUT
441,BOYUNDERE,ADIYAMAN,TUT
442,ÇİFTLİKKÖY,ADIYAMAN,TUT
443,ELÇİLER,ADIYAMAN,TUT
444,HAVUTLU,ADIYAMAN,TUT
445,KAŞLICA,ADIYAMAN,TUT
446,KÖSELİ,ADIYAMAN,TUT
447,MERYEMUŞAĞI,ADIYAMAN,TUT
448,ÖĞÜTLÜ,ADIYAMAN,TUT
449,TEPECİK,ADIYAMAN,TUT
450,ÜNLÜCE,ADIYAMAN,TUT
451,YALANKOZ,ADIYAMAN,TUT
452,YAYLIMLI,ADIYAMAN,TUT
453,YEŞİLYURT,ADIYAMAN,TUT
2792,ALACA,BATMAN,BEŞİRİ
2793,ASMADERE,BATMAN,BEŞİRİ
2794,ATBAĞI,BATMAN,BEŞİRİ
2795,AYRANCI,BATMAN,BEŞİRİ
2796,BAHÇELİ,BATMAN,BEŞİRİ
2797,BAŞARI,BATMAN,BEŞİRİ
2798,BEŞPINAR,BATMAN,BEŞİRİ
2799,BEYÇAYIRI,BATMAN,BEŞİRİ
2800,BİLEK,BATMAN,BEŞİRİ
2801,ÇAKILLI,BATMAN,BEŞİRİ
2802,ÇAVUŞBAYIRI,BATMAN,BEŞİRİ
2803,ÇIĞIRLI,BATMAN,BEŞİRİ
2804,DAĞYOLU,BATMAN,BEŞİRİ
2805,DANALI,BATMAN,BEŞİRİ
2806,DAYILAR,BATMAN,BEŞİRİ
2807,DEĞİRMENÜSTÜ,BATMAN,BEŞİRİ
2808,DEVEBOYNU,BATMAN,BEŞİRİ
2809,DOĞANKAVAK,BATMAN,BEŞİRİ
2810,DOĞANPAZARI,BATMAN,BEŞİRİ
2811,DURUCAK,BATMAN,BEŞİRİ
2812,ESENCE,BATMAN,BEŞİRİ
2813,ESKİHAMUR,BATMAN,BEŞİRİ
2814,GÜVERCİNLİK,BATMAN,BEŞİRİ
2815,ILICA,BATMAN,BEŞİRİ
2816,IŞIKVEREN,BATMAN,BEŞİRİ
2817,İKİYAKA,BATMAN,BEŞİRİ
2818,İNPINAR,BATMAN,BEŞİRİ
2819,KARATEPE,BATMAN,BEŞİRİ
2820,KAŞÜSTÜ,BATMAN,BEŞİRİ
2821,KAYATEPE,BATMAN,BEŞİRİ
2822,KUMÇAY,BATMAN,BEŞİRİ
2823,KUMGEÇİT,BATMAN,BEŞİRİ
2824,KURUKAVAK,BATMAN,BEŞİRİ
2825,KUŞÇUKURU,BATMAN,BEŞİRİ
2826,KÜTÜKLÜ,BATMAN,BEŞİRİ
2827,OĞUZ,BATMAN,BEŞİRİ
2828,OTLUCA,BATMAN,BEŞİRİ
2829,ÖRMEGÖZE,BATMAN,BEŞİRİ
2830,SAMANLI,BATMAN,BEŞİRİ
2831,TEKAĞAÇ,BATMAN,BEŞİRİ
2832,TEPECİK,BATMAN,BEŞİRİ
2833,UĞURCA,BATMAN,BEŞİRİ
2834,ÜÇKUYULAR,BATMAN,BEŞİRİ
2835,YAKACIK,BATMAN,BEŞİRİ
2836,YALINCA,BATMAN,BEŞİRİ
2837,YALINKAVAK,BATMAN,BEŞİRİ
2838,YARIMTAŞ,BATMAN,BEŞİRİ
2839,YAZIHAN,BATMAN,BEŞİRİ
2840,YENİPINAR,BATMAN,BEŞİRİ
2841,YENİYOL,BATMAN,BEŞİRİ
